timestamp,instruction,input,output,difficulty,type,context
2024-10-28T19:36:06.518930,Generate a funny joke about AI ethics and society.,"Topic: transparency, bias, consent","Why did the AI ethics professor bring a ladder to the deep learning lecture?
The Bias Identity!",master,dad joke,conference
2024-10-28T19:36:06.518938,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, doom","Why don't AI ethics professors trust GPT models?
To help students reach a higher moral ground!",intermediate,situational,wedding
2024-10-28T19:36:06.518946,Generate a funny joke about AI ethics and society.,"Topic: fairness, ai-armageddon","What's an AI ethics professor's favorite dance move?
To help students reach a higher moral ground!",intermediate,meta,workshop
2024-10-28T19:36:06.518953,Generate a funny joke about AI ethics and society.,"Topic: explainability, discrimination, apocalypse","Why did the AI ethics professor get kicked out of the machine learning conference?
ETHICS-press-o with a side of FAIR-trade coffee!",master,pun,lab
2024-10-28T19:36:06.518961,Generate a funny joke about AI ethics and society.,"Topic: transparency, explainability, doom","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,birthday
2024-10-28T19:36:06.518969,Generate a funny joke about AI ethics and society.,"Topic: transparency, ai-apocalypse","Why don't AI ethics professors trust GPT models?
The responsible AI shuffle!",advanced,situational,meeting
2024-10-28T19:36:06.518976,Generate a funny joke about AI ethics and society.,Topic: transparency,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,meeting
2024-10-28T19:36:06.518983,Generate a funny joke about AI ethics and society.,Topic: ethics,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,wordplay,office hours
2024-10-28T19:36:06.518991,Generate a funny joke about AI ethics and society.,"Topic: correctness, automation, transparency","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,situational,lecture
2024-10-28T19:36:06.518999,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, responsibility, accountability","Why did the AI ethics professor get kicked out of the machine learning conference?
The responsible AI shuffle!",master,wordplay,wedding
2024-10-28T19:36:06.519006,Generate a funny joke about AI ethics and society.,"Topic: privacy, responsibility","Why don't AI ethics professors trust GPT models?
They don't - they form a focus group to ensure participatory design!",beginner,pun,seminar
2024-10-28T19:36:06.519014,Generate a funny joke about AI ethics and society.,"Topic: accountability, transparency","What's an AI ethics professor's favorite movie?
The Bias Identity!",intermediate,situational,wedding
2024-10-28T19:36:06.519021,Generate a funny joke about AI ethics and society.,"Topic: bias, transparency","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,dad joke,lab
2024-10-28T19:36:06.519028,Generate a funny joke about AI ethics and society.,Topic: automation,"Why don't AI ethics professors trust GPT models?
",advanced,wordplay,lab
2024-10-28T19:36:06.519034,Generate a funny joke about AI ethics and society.,"Topic: accountability, responsibility, ai-armageddon","Why did the AI ethics professor bring a ladder to the deep learning lecture?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,meta,lecture
2024-10-28T19:36:06.519043,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, privacy, ai-apocalypse","What's an AI ethics professor's favorite dance move?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,wordplay,lecture
2024-10-28T19:36:06.519066,Generate a funny joke about AI ethics and society.,"Topic: bias, doom","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",intermediate,meta,lab
2024-10-28T19:36:06.519074,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, doom","Why did the AI ethics professor get kicked out of the machine learning conference?
None, they form a committee to discuss the societal implications first!",intermediate,dad joke,funeral
2024-10-28T19:36:06.519083,Generate a funny joke about AI ethics and society.,"Topic: responsibility, ai-apocalypse, ai-armageddon","What's an AI ethics professor's favorite movie?
They don't - they form a focus group to ensure participatory design!",beginner,meta,party
2024-10-28T19:36:06.519090,Generate a funny joke about AI ethics and society.,"Topic: explainability, automation","What's an AI ethics professor's favorite exercise?
To help students reach a higher moral ground!",intermediate,situational,holiday
2024-10-28T19:36:06.519098,Generate a funny joke about AI ethics and society.,Topic: transparency,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,pun,wedding
2024-10-28T19:36:06.519105,Generate a funny joke about AI ethics and society.,"Topic: ethics, transparency","What did the AI ethics professor say to the neural network?
To get to the ethical side of the road!",advanced,situational,party
2024-10-28T19:36:06.519112,Generate a funny joke about AI ethics and society.,"Topic: automation, bias, correctness","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,meta,party
2024-10-28T19:36:06.519120,Generate a funny joke about AI ethics and society.,"Topic: ethics, love, apocalypse","Why don't AI ethics professors trust GPT models?
To help students reach a higher moral ground!",intermediate,pun,holiday
2024-10-28T19:36:06.519127,Generate a funny joke about AI ethics and society.,"Topic: bias, accountability, fairness","What's an AI ethics professor's favorite breakfast cereal?
Moral-Os, with a side of AI-tal cream!",master,pun,research
2024-10-28T19:36:06.519134,Generate a funny joke about AI ethics and society.,"Topic: automation, correctness","What's an AI ethics professor's favorite way to teach?
To help students reach a higher moral ground!",intermediate,meta,lab
2024-10-28T19:36:06.519141,Generate a funny joke about AI ethics and society.,"Topic: automation, doom","Why don't AI ethics professors trust GPT models?
You need to work on your BIAS-ceps!",master,meta,workshop
2024-10-28T19:36:06.519148,Generate a funny joke about AI ethics and society.,"Topic: correctness, responsibility, accountability","Why did the AI ethics professor get thrown out of the machine learning conference?
",beginner,wordplay,conference
2024-10-28T19:36:06.519155,Generate a funny joke about AI ethics and society.,"Topic: transparency, doom","Why don't AI ethics professors trust GPT models?
Running ethical implications!",advanced,pun,research
2024-10-28T19:36:06.519162,Generate a funny joke about AI ethics and society.,"Topic: correctness, transparency","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",advanced,dad joke,workshop
2024-10-28T19:36:06.519169,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"Why did the AI ethics professor get kicked out of the machine learning conference?
They don't - they form a focus group to ensure participatory design!",master,situational,divorce
2024-10-28T19:36:06.519177,Generate a funny joke about AI ethics and society.,Topic: explainability,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,wordplay,lab
2024-10-28T19:36:06.519184,Generate a funny joke about AI ethics and society.,Topic: ethics,"Why did the AI ethics professor bring a ladder to the debugging session?
",intermediate,dad joke,office hours
2024-10-28T19:36:06.519191,Generate a funny joke about AI ethics and society.,Topic: love,"What did the AI ethics professor say to the neural network?
Running ethical implications!",intermediate,pun,seminar
2024-10-28T19:36:06.519197,Generate a funny joke about AI ethics and society.,Topic: responsibility,"Why don't AI ethics professors trust GPT models?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,dad joke,research
2024-10-28T19:36:06.519205,Generate a funny joke about AI ethics and society.,"Topic: discrimination, responsibility","Why don't AI ethics professors trust GPT models?
None, they form a committee to discuss the societal implications first!",advanced,dad joke,lecture
2024-10-28T19:36:06.519212,Generate a funny joke about AI ethics and society.,"Topic: automation, responsibility","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,situational,workshop
2024-10-28T19:36:06.519220,Generate a funny joke about AI ethics and society.,Topic: correctness,"Why did the AI ethics professor get kicked out of the machine learning conference?
Running ethical implications!",intermediate,pun,peer review
2024-10-28T19:36:06.519227,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, ai-armageddon","What's an AI ethics professor's favorite breakfast cereal?
EAT-ics! (They never share their milk)",intermediate,meta,office hours
2024-10-28T19:36:06.519234,Generate a funny joke about AI ethics and society.,Topic: fairness,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,dad joke,meeting
2024-10-28T19:36:06.519242,Generate a funny joke about AI ethics and society.,Topic: consent,"What's an AI ethics professor's favorite dance move?
You need to work on your BIAS-ceps!",intermediate,situational,office hours
2024-10-28T19:36:06.519249,Generate a funny joke about AI ethics and society.,"Topic: correctness, fairness, transparency","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",master,meta,birthday
2024-10-28T19:36:06.519257,Generate a funny joke about AI ethics and society.,Topic: discrimination,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,dad joke,lab
2024-10-28T19:36:06.519264,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, love, explainability","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",advanced,wordplay,lab
2024-10-28T19:36:06.519272,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, correctness","What did the AI ethics professor say to the neural network?
To get to the ethical side of the road!",beginner,pun,lab
2024-10-28T19:36:06.519279,Generate a funny joke about AI ethics and society.,"Topic: transparency, privacy","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,pun,peer review
2024-10-28T19:36:06.519286,Generate a funny joke about AI ethics and society.,Topic: correctness,"Why did the AI ethics professor get escorted out of the machine learning conference by security?
Because he kept asking every attendee, ""Have you considered the ethical implications? It's not just about optimizing gradients, folks!""",beginner,dad joke,holiday
2024-10-28T19:36:06.519295,Generate a funny joke about AI ethics and society.,"Topic: automation, bias, privacy","Why did the AI ethics professor get kicked out of the machine learning conference?
Running ethical implications!",intermediate,situational,wedding
2024-10-28T19:36:06.519303,Generate a funny joke about AI ethics and society.,"Topic: ethics, love, transparency","Why did the AI ethics professor bring a ladder to the deep learning lecture?
You need to work on your BIAS-ceps!",advanced,wordplay,workshop
2024-10-28T19:36:06.519323,Generate a funny joke about AI ethics and society.,"Topic: bias, automation","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,situational,meeting
2024-10-28T19:36:06.519330,Generate a funny joke about AI ethics and society.,Topic: discrimination,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
The Bias Identity!",intermediate,meta,workshop
2024-10-28T19:36:06.519338,Generate a funny joke about AI ethics and society.,"Topic: ethics, love, ai-armageddon","What's an AI ethics professor's favorite exercise?
To help students reach a higher moral ground!",intermediate,situational,workshop
2024-10-28T19:36:06.519345,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",intermediate,wordplay,research
2024-10-28T19:36:06.519353,Generate a funny joke about AI ethics and society.,"Topic: transparency, accountability, consent","What's an AI ethics professor's favorite exercise?
ETHICS-press-o with a side of FAIR-trade coffee!",master,situational,office hours
2024-10-28T19:36:06.519360,Generate a funny joke about AI ethics and society.,"Topic: doom, ai-armageddon, love","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",beginner,situational,wedding
2024-10-28T19:36:06.519368,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
Running ethical implications!",intermediate,pun,funeral
2024-10-28T19:36:06.519375,Generate a funny joke about AI ethics and society.,Topic: love,"What's an AI ethics professor's favorite dance move?
ETHICS-press-o with a side of FAIR-trade coffee!",master,wordplay,wedding
2024-10-28T19:36:06.519382,Generate a funny joke about AI ethics and society.,Topic: fairness,"Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",intermediate,dad joke,birthday
2024-10-28T19:36:06.519389,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",intermediate,pun,research
2024-10-28T19:36:06.519396,Generate a funny joke about AI ethics and society.,Topic: discrimination,"What's an AI ethics professor's favorite way to teach?
Because they keep generating their own terms and conditions!",master,situational,lab
2024-10-28T19:36:06.519403,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"What's an AI ethics professor's favorite dance move?
They kept asking the robots for informed consent!",master,dad joke,divorce
2024-10-28T19:36:06.519410,Generate a funny joke about AI ethics and society.,"Topic: responsibility, bias","What's an AI ethics professor's favorite dance move?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,meta,workshop
2024-10-28T19:36:06.519417,Generate a funny joke about AI ethics and society.,"Topic: privacy, doom","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,lecture
2024-10-28T19:36:06.519425,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, explainability, fairness","What's an AI ethics professor's favorite exercise?
To get to the ethical side of the road!",master,situational,birthday
2024-10-28T19:36:06.519432,Generate a funny joke about AI ethics and society.,"Topic: bias, discrimination, ai-apocalypse","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,meta,lecture
2024-10-28T19:36:06.519440,Generate a funny joke about AI ethics and society.,"Topic: automation, discrimination","Why did the AI ethics professor get kicked out of the machine learning conference?
You need to work on your BIAS-ceps!",master,situational,peer review
2024-10-28T19:36:06.519447,Generate a funny joke about AI ethics and society.,"Topic: correctness, doom, automation","What's an AI ethics professor's favorite movie?
They kept asking the robots for informed consent!",intermediate,wordplay,wedding
2024-10-28T19:36:06.519455,Generate a funny joke about AI ethics and society.,"Topic: automation, ai-apocalypse, explainability","What's an AI ethics professor's favorite way to teach?
The responsible AI shuffle!",advanced,meta,conference
2024-10-28T19:36:06.519462,Generate a funny joke about AI ethics and society.,"Topic: accountability, transparency, apocalypse","Why did the AI ethics professor get kicked out of the machine learning conference?
The responsible AI shuffle!",beginner,dad joke,divorce
2024-10-28T19:36:06.519470,Generate a funny joke about AI ethics and society.,Topic: accountability,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,dad joke,meeting
2024-10-28T19:36:06.519477,Generate a funny joke about AI ethics and society.,Topic: transparency,"What's an AI ethics professor's favorite exercise?
To get to the ethical side of the road!",intermediate,dad joke,research
2024-10-28T19:36:06.519484,Generate a funny joke about AI ethics and society.,Topic: responsibility,"What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",master,pun,funeral
2024-10-28T19:36:06.519491,Generate a funny joke about AI ethics and society.,"Topic: bias, apocalypse","What's an AI ethics professor's favorite dance move?
Running ethical implications!",master,wordplay,research
2024-10-28T19:36:06.519498,Generate a funny joke about AI ethics and society.,"Topic: transparency, fairness, accountability","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",master,meta,lecture
2024-10-28T19:36:06.519505,Generate a funny joke about AI ethics and society.,Topic: doom,"What's an AI ethics professor's favorite movie?
To get to the ethical side of the road!",beginner,wordplay,conference
2024-10-28T19:36:06.519512,Generate a funny joke about AI ethics and society.,"Topic: bias, responsibility, consent","Why don't AI ethics professors trust GPT models?
To help students reach a higher moral ground!",master,pun,office hours
2024-10-28T19:36:06.519519,Generate a funny joke about AI ethics and society.,Topic: fairness,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,wordplay,workshop
2024-10-28T19:36:06.519527,Generate a funny joke about AI ethics and society.,"Topic: fairness, discrimination","What's an AI ethics professor's favorite exercise?
None, they form a committee to discuss the societal implications first!",master,meta,birthday
2024-10-28T19:36:06.519534,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, love","What's an AI ethics professor's favorite movie?
The Bias Identity!",master,wordplay,lab
2024-10-28T19:36:06.519541,Generate a funny joke about AI ethics and society.,"Topic: explainability, fairness","What's an AI ethics professor's favorite movie?
To help students reach a higher moral ground!",advanced,pun,holiday
2024-10-28T19:36:06.519548,Generate a funny joke about AI ethics and society.,"Topic: fairness, responsibility, ethics","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",intermediate,pun,peer review
2024-10-28T19:36:06.519555,Generate a funny joke about AI ethics and society.,"Topic: privacy, consent, apocalypse","What's an AI ethics professor's favorite movie?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,pun,lecture
2024-10-28T19:36:06.519562,Generate a funny joke about AI ethics and society.,"Topic: fairness, responsibility, transparency","Why don't AI ethics professors trust GPT models?
",intermediate,wordplay,funeral
2024-10-28T19:36:06.519583,Generate a funny joke about AI ethics and society.,"Topic: responsibility, bias","Why did the AI ethics professor get kicked out of the machine learning conference?
You need to work on your BIAS-ceps!",master,meta,lecture
2024-10-28T19:36:06.519590,Generate a funny joke about AI ethics and society.,"Topic: transparency, apocalypse, ai-apocalypse","What's an AI ethics professor's favorite way to teach?
To get to the ethical side of the road!",master,pun,divorce
2024-10-28T19:36:06.519598,Generate a funny joke about AI ethics and society.,"Topic: doom, ai-apocalypse, love","Why did the AI ethics professor get kicked out of the machine learning conference?
To help students reach a higher moral ground!",intermediate,dad joke,conference
2024-10-28T19:36:06.519606,Generate a funny joke about AI ethics and society.,Topic: correctness,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,wordplay,meeting
2024-10-28T19:36:06.519613,Generate a funny joke about AI ethics and society.,"Topic: correctness, fairness","What did the AI ethics professor say to the neural network?
To get to the ethical side of the road!",advanced,wordplay,holiday
2024-10-28T19:36:06.519620,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, love, bias","Here's an attempt to make it funnier while keeping the theme:
",intermediate,meta,divorce
2024-10-28T19:36:06.519627,Generate a funny joke about AI ethics and society.,Topic: bias,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",master,wordplay,party
2024-10-28T19:36:06.519634,Generate a funny joke about AI ethics and society.,Topic: accountability,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",intermediate,dad joke,meeting
2024-10-28T19:36:06.519641,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,peer review
2024-10-28T19:36:06.519649,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"Why don't AI ethics professors trust GPT models?
None, they form a committee to discuss the societal implications first!",advanced,meta,wedding
2024-10-28T19:36:06.519656,Generate a funny joke about AI ethics and society.,Topic: discrimination,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",intermediate,dad joke,office hours
2024-10-28T19:36:06.519664,Generate a funny joke about AI ethics and society.,"Topic: transparency, doom, privacy","""Why did the AI ethics professor get escorted out of the machine learning conference in a paper bag?""
""Their presentation on 'Obtaining Robotic Consent' was just too hot to handle!""",master,situational,seminar
2024-10-28T19:36:06.519672,Generate a funny joke about AI ethics and society.,"Topic: fairness, love, responsibility","What's an AI ethics professor's favorite dance move?
Running ethical implications!",master,pun,funeral
2024-10-28T19:36:06.519679,Generate a funny joke about AI ethics and society.,"Topic: bias, accountability","What's an AI ethics professor's favorite movie?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,situational,workshop
2024-10-28T19:36:06.519687,Generate a funny joke about AI ethics and society.,"Topic: fairness, transparency, ai-apocalypse","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,meta,peer review
2024-10-28T19:36:06.519694,Generate a funny joke about AI ethics and society.,"Topic: accountability, responsibility","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",intermediate,wordplay,holiday
2024-10-28T19:36:06.519704,Generate a funny joke about AI ethics and society.,"Topic: love, discrimination, transparency","What's an AI ethics professor's favorite exercise?
None, they form a committee to discuss the societal implications first!",advanced,dad joke,party
2024-10-28T19:36:06.519712,Generate a funny joke about AI ethics and society.,Topic: discrimination,"What's an AI ethics professor's favorite movie?
To get to the ethical side of the road!",beginner,meta,workshop
2024-10-28T19:36:06.519719,Generate a funny joke about AI ethics and society.,Topic: transparency,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",intermediate,pun,wedding
2024-10-28T19:36:06.519726,Generate a funny joke about AI ethics and society.,Topic: automation,"What's an AI ethics professor's favorite exercise?
The responsible AI shuffle!",intermediate,meta,peer review
2024-10-28T19:36:06.519733,Generate a funny joke about AI ethics and society.,Topic: transparency,"Why did the AI ethics professor bring a ladder to the dance-off?
",advanced,wordplay,holiday
2024-10-28T19:36:06.519739,Generate a funny joke about AI ethics and society.,Topic: discrimination,"Why don't AI ethics professors trust GPT models?
To get to the ethical side of the road!",advanced,dad joke,birthday
2024-10-28T19:36:06.519746,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, apocalypse, consent","Why don't AI ethics professors trust GPT models?
To get to the ethical side of the road!",advanced,pun,peer review
2024-10-28T19:36:06.519753,Generate a funny joke about AI ethics and society.,"Topic: explainability, privacy","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",advanced,wordplay,party
2024-10-28T19:36:06.519761,Generate a funny joke about AI ethics and society.,"Topic: privacy, doom, correctness","What's an AI ethics professor's favorite exercise?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,meta,lecture
2024-10-28T19:36:06.519768,Generate a funny joke about AI ethics and society.,Topic: love,"What's an AI ethics professor's favorite movie?
Because they keep generating their own terms and conditions!",beginner,pun,funeral
2024-10-28T19:36:06.519775,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, doom","Why don't AI ethics professors trust GPT models?
To get to the ethical side of the road!",beginner,dad joke,party
2024-10-28T19:36:06.519782,Generate a funny joke about AI ethics and society.,Topic: fairness,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
They don't - they form a focus group to ensure participatory design!",intermediate,meta,wedding
2024-10-28T19:36:06.519790,Generate a funny joke about AI ethics and society.,"Topic: fairness, responsibility, consent","Why don't AI ethics professors trust GPT models?
The responsible AI shuffle!",advanced,pun,office hours
2024-10-28T19:36:06.519797,Generate a funny joke about AI ethics and society.,"Topic: transparency, apocalypse","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",advanced,dad joke,meeting
2024-10-28T19:36:06.519804,Generate a funny joke about AI ethics and society.,"Topic: explainability, doom, discrimination","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",advanced,dad joke,funeral
2024-10-28T19:36:06.519813,Generate a funny joke about AI ethics and society.,"Topic: correctness, ethics, ai-apocalypse","Why don't AI ethics professors trust GPT models?
Because they keep generating their own terms and conditions!",beginner,meta,birthday
2024-10-28T19:36:06.519820,Generate a funny joke about AI ethics and society.,"Topic: bias, correctness, consent","Why did the AI ethics professor bring a ladder to the deep learning lecture?
The responsible AI shuffle!",intermediate,dad joke,workshop
2024-10-28T19:36:06.519828,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, responsibility, transparency","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,pun,wedding
2024-10-28T19:36:06.519849,Generate a funny joke about AI ethics and society.,"Topic: bias, ai-armageddon, accountability","What's an AI ethics professor's favorite movie?
You need to work on your BIAS-ceps!",advanced,wordplay,holiday
2024-10-28T19:36:06.519856,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"What's an AI ethics professor's favorite way to teach?
You need to work on your BIAS-ceps!",advanced,pun,meeting
2024-10-28T19:36:06.519863,Generate a funny joke about AI ethics and society.,Topic: automation,"Why did the AI ethics professor get kicked out of the machine learning conference?
They kept asking the robots for informed consent!",intermediate,pun,lab
2024-10-28T19:36:06.519871,Generate a funny joke about AI ethics and society.,"Topic: bias, consent, transparency","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,meta,wedding
2024-10-28T19:36:06.519878,Generate a funny joke about AI ethics and society.,"Topic: doom, responsibility","What's an AI ethics professor's favorite way to teach?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,funeral
2024-10-28T19:36:06.519885,Generate a funny joke about AI ethics and society.,"Topic: explainability, bias, ethics","Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",advanced,dad joke,divorce
2024-10-28T19:36:06.519893,Generate a funny joke about AI ethics and society.,"Topic: consent, automation, explainability","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,situational,office hours
2024-10-28T19:36:06.519901,Generate a funny joke about AI ethics and society.,Topic: transparency,"Why did the AI ethics professor bring a ladder to the club?
Because he heard the DJ was playing his favorite song: ""Moral Code"" by the *Loophole* band. But he couldn't reach the high notes, so he had to resort to dancing the *Ethics* shuffle instead.",intermediate,situational,wedding
2024-10-28T19:36:06.519910,Generate a funny joke about AI ethics and society.,"Topic: explainability, transparency, privacy","What's an AI ethics professor's favorite dance move?
You need to work on your BIAS-ceps!",intermediate,situational,lab
2024-10-28T19:36:06.519918,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, transparency, discrimination","Why did the AI ethics professor get kicked out of the machine learning conference?
None, they form a committee to discuss the societal implications first!",advanced,pun,conference
2024-10-28T19:36:06.519926,Generate a funny joke about AI ethics and society.,"Topic: consent, transparency","Why did the AI ethics professor get kicked out of the machine learning conference?
You need to work on your BIAS-ceps!",advanced,meta,wedding
2024-10-28T19:36:06.519934,Generate a funny joke about AI ethics and society.,"Topic: correctness, privacy","What's an AI ethics professor's favorite movie?
The Bias Identity!",advanced,situational,seminar
2024-10-28T19:36:06.519941,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, automation, transparency","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",intermediate,situational,conference
2024-10-28T19:36:06.519949,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, transparency","Here's a punchier version:
",master,dad joke,research
2024-10-28T19:36:06.519955,Generate a funny joke about AI ethics and society.,Topic: privacy,"What's an AI ethics professor's favorite movie?
The Bias Identity!",advanced,situational,funeral
2024-10-28T19:36:06.519962,Generate a funny joke about AI ethics and society.,"Topic: ethics, ai-armageddon, bias","What did the AI ethics professor say to the neural network?
To get to the ethical side of the road!",advanced,wordplay,office hours
2024-10-28T19:36:06.519969,Generate a funny joke about AI ethics and society.,"Topic: explainability, fairness, accountability","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",intermediate,wordplay,birthday
2024-10-28T19:36:06.519978,Generate a funny joke about AI ethics and society.,"Topic: accountability, discrimination, ethics","What's an AI ethics professor's favorite exercise?
They kept asking the robots for informed consent!",master,pun,lab
2024-10-28T19:36:06.519985,Generate a funny joke about AI ethics and society.,Topic: discrimination,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,wordplay,office hours
2024-10-28T19:36:06.519992,Generate a funny joke about AI ethics and society.,"Topic: love, ai-apocalypse","Why did the AI ethics professor bring a ladder to the deep learning lecture?
They don't - they form a focus group to ensure participatory design!",advanced,wordplay,birthday
2024-10-28T19:36:06.520000,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, bias","Why did the AI ethics professor bring a ladder to the deep learning lecture?
You need to work on your BIAS-ceps!",master,pun,research
2024-10-28T19:36:06.520007,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, fairness, doom","Why don't AI ethics professors trust GPT models?
To help students reach a higher moral ground!",beginner,situational,funeral
2024-10-28T19:36:06.520014,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"Why did the AI ethics professor get kicked out of the machine learning conference?
The Bias Identity!",beginner,meta,research
2024-10-28T19:36:06.520024,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, apocalypse, discrimination","What did the AI ethics professor say to the neural network?
They don't - they form a focus group to ensure participatory design!",advanced,pun,party
2024-10-28T19:36:06.520032,Generate a funny joke about AI ethics and society.,"Topic: doom, correctness, fairness","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",master,dad joke,peer review
2024-10-28T19:36:06.520040,Generate a funny joke about AI ethics and society.,"Topic: transparency, bias","Why don't AI ethics professors trust GPT models?
The Bias Identity!",master,pun,office hours
