timestamp,setup,punchline,concepts,difficulty,type,context
2024-10-28T19:36:06.509295,Why did the AI ethics professor bring a ladder to the deep learning lecture?,They don't - they form a focus group to ensure participatory design!,"explainability,ai-armageddon,consent",beginner,situational,peer review
2024-10-28T19:36:06.509306,What's an AI ethics professor's favorite way to teach?,To get to the ethical side of the road!,"ai-armageddon,consent",advanced,pun,peer review
2024-10-28T19:36:06.509315,What's an AI ethics professor's favorite way to teach?,They don't ask for participation – they demand unanimous consensus!,consent,advanced,meta,divorce
2024-10-28T19:36:06.509333,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"automation,transparency,fairness",advanced,wordplay,peer review
2024-10-28T19:36:06.509343,Why did the AI ethics professor bring a ladder to the deep learning lecture?,,"explainability,transparency",advanced,meta,holiday
2024-10-28T19:36:06.509353,Why did the AI ethics professor bring a ladder to the deep learning lecture?,The Bias Identity!,"transparency,bias,consent",master,dad joke,conference
2024-10-28T19:36:06.509365,Why don't AI ethics professors trust GPT models?,To help students reach a higher moral ground!,"ai-apocalypse,doom",intermediate,situational,wedding
2024-10-28T19:36:06.509375,What's an AI ethics professor's favorite dance move?,To help students reach a higher moral ground!,"fairness,ai-armageddon",intermediate,meta,workshop
2024-10-28T19:36:06.509386,Why did the AI ethics professor get kicked out of the machine learning conference?,ETHICS-press-o with a side of FAIR-trade coffee!,"explainability,discrimination,apocalypse",master,pun,lab
2024-10-28T19:36:06.509397,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"transparency,explainability,doom",beginner,wordplay,birthday
2024-10-28T19:36:06.509407,Why don't AI ethics professors trust GPT models?,The responsible AI shuffle!,"transparency,ai-apocalypse",advanced,situational,meeting
2024-10-28T19:36:06.509418,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,transparency,beginner,wordplay,meeting
2024-10-28T19:36:06.509428,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,ethics,master,wordplay,office hours
2024-10-28T19:36:06.509439,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"correctness,automation,transparency",beginner,situational,lecture
2024-10-28T19:36:06.509450,Why did the AI ethics professor get kicked out of the machine learning conference?,The responsible AI shuffle!,"ai-apocalypse,responsibility,accountability",master,wordplay,wedding
2024-10-28T19:36:06.509461,Why don't AI ethics professors trust GPT models?,They don't - they form a focus group to ensure participatory design!,"privacy,responsibility",beginner,pun,seminar
2024-10-28T19:36:06.509472,What's an AI ethics professor's favorite movie?,The Bias Identity!,"accountability,transparency",intermediate,situational,wedding
2024-10-28T19:36:06.509483,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"bias,transparency",master,dad joke,lab
2024-10-28T19:36:06.509520,Why don't AI ethics professors trust GPT models?,,automation,advanced,wordplay,lab
2024-10-28T19:36:06.509529,Why did the AI ethics professor bring a ladder to the deep learning lecture?,ETHICS-press-o with a side of FAIR-trade coffee!,"accountability,responsibility,ai-armageddon",advanced,meta,lecture
2024-10-28T19:36:06.509541,What's an AI ethics professor's favorite dance move?,ETHICS-press-o with a side of FAIR-trade coffee!,"ai-armageddon,privacy,ai-apocalypse",intermediate,wordplay,lecture
2024-10-28T19:36:06.509553,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"bias,doom",intermediate,meta,lab
2024-10-28T19:36:06.509563,Why did the AI ethics professor get kicked out of the machine learning conference?,"None, they form a committee to discuss the societal implications first!","apocalypse,doom",intermediate,dad joke,funeral
2024-10-28T19:36:06.509574,What's an AI ethics professor's favorite movie?,They don't - they form a focus group to ensure participatory design!,"responsibility,ai-apocalypse,ai-armageddon",beginner,meta,party
2024-10-28T19:36:06.509584,What's an AI ethics professor's favorite exercise?,To help students reach a higher moral ground!,"explainability,automation",intermediate,situational,holiday
2024-10-28T19:36:06.509595,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,transparency,advanced,pun,wedding
2024-10-28T19:36:06.509606,What did the AI ethics professor say to the neural network?,To get to the ethical side of the road!,"ethics,transparency",advanced,situational,party
2024-10-28T19:36:06.509615,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"automation,bias,correctness",advanced,meta,party
2024-10-28T19:36:06.509626,Why don't AI ethics professors trust GPT models?,To help students reach a higher moral ground!,"ethics,love,apocalypse",intermediate,pun,holiday
2024-10-28T19:36:06.509636,What's an AI ethics professor's favorite breakfast cereal?,"Moral-Os, with a side of AI-tal cream!","bias,accountability,fairness",master,pun,research
2024-10-28T19:36:06.509649,What's an AI ethics professor's favorite way to teach?,To help students reach a higher moral ground!,"automation,correctness",intermediate,meta,lab
2024-10-28T19:36:06.509660,Why don't AI ethics professors trust GPT models?,You need to work on your BIAS-ceps!,"automation,doom",master,meta,workshop
2024-10-28T19:36:06.509670,Why did the AI ethics professor get thrown out of the machine learning conference?,,"correctness,responsibility,accountability",beginner,wordplay,conference
2024-10-28T19:36:06.509683,Why don't AI ethics professors trust GPT models?,Running ethical implications!,"transparency,doom",advanced,pun,research
2024-10-28T19:36:06.509693,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"correctness,transparency",advanced,dad joke,workshop
2024-10-28T19:36:06.509704,Why did the AI ethics professor get kicked out of the machine learning conference?,They don't - they form a focus group to ensure participatory design!,ai-apocalypse,master,situational,divorce
2024-10-28T19:36:06.509715,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,explainability,intermediate,wordplay,lab
2024-10-28T19:36:06.509725,Why did the AI ethics professor bring a ladder to the debugging session?,,ethics,intermediate,dad joke,office hours
2024-10-28T19:36:06.509737,What did the AI ethics professor say to the neural network?,Running ethical implications!,love,intermediate,pun,seminar
2024-10-28T19:36:06.509746,Why don't AI ethics professors trust GPT models?,ETHICS-press-o with a side of FAIR-trade coffee!,responsibility,beginner,dad joke,research
2024-10-28T19:36:06.509757,Why don't AI ethics professors trust GPT models?,"None, they form a committee to discuss the societal implications first!","discrimination,responsibility",advanced,dad joke,lecture
2024-10-28T19:36:06.509767,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"automation,responsibility",advanced,situational,workshop
2024-10-28T19:36:06.509778,Why did the AI ethics professor get kicked out of the machine learning conference?,Running ethical implications!,correctness,intermediate,pun,peer review
2024-10-28T19:36:06.509788,What's an AI ethics professor's favorite breakfast cereal?,EAT-ics! (They never share their milk),"ai-apocalypse,ai-armageddon",intermediate,meta,office hours
2024-10-28T19:36:06.509800,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,fairness,advanced,dad joke,meeting
2024-10-28T19:36:06.509809,What's an AI ethics professor's favorite dance move?,You need to work on your BIAS-ceps!,consent,intermediate,situational,office hours
2024-10-28T19:36:06.509820,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!","correctness,fairness,transparency",master,meta,birthday
2024-10-28T19:36:06.509830,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,discrimination,beginner,dad joke,lab
2024-10-28T19:36:06.509840,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"apocalypse,love,explainability",advanced,wordplay,lab
2024-10-28T19:36:06.509850,What did the AI ethics professor say to the neural network?,To get to the ethical side of the road!,"ai-apocalypse,correctness",beginner,pun,lab
2024-10-28T19:36:06.509860,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"transparency,privacy",master,pun,peer review
2024-10-28T19:36:06.509870,Why did the AI ethics professor get escorted out of the machine learning conference by security?,"Because he kept asking every attendee, ""Have you considered the ethical implications? It's not just about optimizing gradients, folks!""",correctness,beginner,dad joke,holiday
2024-10-28T19:36:06.509885,Why did the AI ethics professor get kicked out of the machine learning conference?,Running ethical implications!,"automation,bias,privacy",intermediate,situational,wedding
2024-10-28T19:36:06.509895,Why did the AI ethics professor bring a ladder to the deep learning lecture?,You need to work on your BIAS-ceps!,"ethics,love,transparency",advanced,wordplay,workshop
2024-10-28T19:36:06.509905,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"bias,automation",advanced,situational,meeting
2024-10-28T19:36:06.509915,Why did the AI ethics professor bring a ladder to the deep learning lecture?,The Bias Identity!,discrimination,intermediate,meta,workshop
2024-10-28T19:36:06.509924,What's an AI ethics professor's favorite exercise?,To help students reach a higher moral ground!,"ethics,love,ai-armageddon",intermediate,situational,workshop
2024-10-28T19:36:06.509933,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,ai-armageddon,intermediate,wordplay,research
2024-10-28T19:36:06.509943,What's an AI ethics professor's favorite exercise?,ETHICS-press-o with a side of FAIR-trade coffee!,"transparency,accountability,consent",master,situational,office hours
2024-10-28T19:36:06.509954,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"doom,ai-armageddon,love",beginner,situational,wedding
2024-10-28T19:36:06.509964,Why did the AI ethics professor bring a ladder to the deep learning lecture?,Running ethical implications!,ai-armageddon,intermediate,pun,funeral
2024-10-28T19:36:06.509973,What's an AI ethics professor's favorite dance move?,ETHICS-press-o with a side of FAIR-trade coffee!,love,master,wordplay,wedding
2024-10-28T19:36:06.510012,Why don't AI ethics professors trust GPT models?,They kept asking the robots for informed consent!,fairness,intermediate,dad joke,birthday
2024-10-28T19:36:06.510024,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,ai-apocalypse,intermediate,pun,research
2024-10-28T19:36:06.510034,What's an AI ethics professor's favorite way to teach?,Because they keep generating their own terms and conditions!,discrimination,master,situational,lab
2024-10-28T19:36:06.510043,What's an AI ethics professor's favorite dance move?,They kept asking the robots for informed consent!,ai-apocalypse,master,dad joke,divorce
2024-10-28T19:36:06.510052,What's an AI ethics professor's favorite dance move?,ETHICS-press-o with a side of FAIR-trade coffee!,"responsibility,bias",intermediate,meta,workshop
2024-10-28T19:36:06.510061,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"privacy,doom",beginner,wordplay,lecture
2024-10-28T19:36:06.510072,What's an AI ethics professor's favorite exercise?,To get to the ethical side of the road!,"ai-armageddon,explainability,fairness",master,situational,birthday
2024-10-28T19:36:06.510082,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"bias,discrimination,ai-apocalypse",beginner,meta,lecture
2024-10-28T19:36:06.510093,Why did the AI ethics professor get kicked out of the machine learning conference?,You need to work on your BIAS-ceps!,"automation,discrimination",master,situational,peer review
2024-10-28T19:36:06.510103,What's an AI ethics professor's favorite movie?,They kept asking the robots for informed consent!,"correctness,doom,automation",intermediate,wordplay,wedding
2024-10-28T19:36:06.510112,What's an AI ethics professor's favorite way to teach?,The responsible AI shuffle!,"automation,ai-apocalypse,explainability",advanced,meta,conference
2024-10-28T19:36:06.510121,Why did the AI ethics professor get kicked out of the machine learning conference?,The responsible AI shuffle!,"accountability,transparency,apocalypse",beginner,dad joke,divorce
2024-10-28T19:36:06.510131,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,accountability,intermediate,dad joke,meeting
2024-10-28T19:36:06.510141,What's an AI ethics professor's favorite exercise?,To get to the ethical side of the road!,transparency,intermediate,dad joke,research
2024-10-28T19:36:06.510150,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!",responsibility,master,pun,funeral
2024-10-28T19:36:06.510159,What's an AI ethics professor's favorite dance move?,Running ethical implications!,"bias,apocalypse",master,wordplay,research
2024-10-28T19:36:06.510168,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"transparency,fairness,accountability",master,meta,lecture
2024-10-28T19:36:06.510178,What's an AI ethics professor's favorite movie?,To get to the ethical side of the road!,doom,beginner,wordplay,conference
2024-10-28T19:36:06.510187,Why don't AI ethics professors trust GPT models?,To help students reach a higher moral ground!,"bias,responsibility,consent",master,pun,office hours
2024-10-28T19:36:06.510196,Why did the AI ethics professor bring a ladder to the deep learning lecture?,ETHICS-press-o with a side of FAIR-trade coffee!,fairness,beginner,wordplay,workshop
2024-10-28T19:36:06.510206,What's an AI ethics professor's favorite exercise?,"None, they form a committee to discuss the societal implications first!","fairness,discrimination",master,meta,birthday
2024-10-28T19:36:06.510276,What's an AI ethics professor's favorite movie?,The Bias Identity!,"ai-armageddon,love",master,wordplay,lab
2024-10-28T19:36:06.510297,What's an AI ethics professor's favorite movie?,To help students reach a higher moral ground!,"explainability,fairness",advanced,pun,holiday
2024-10-28T19:36:06.510319,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"fairness,responsibility,ethics",intermediate,pun,peer review
2024-10-28T19:36:06.510333,What's an AI ethics professor's favorite movie?,ETHICS-press-o with a side of FAIR-trade coffee!,"privacy,consent,apocalypse",intermediate,pun,lecture
2024-10-28T19:36:06.510343,Why don't AI ethics professors trust GPT models?,,"fairness,responsibility,transparency",intermediate,wordplay,funeral
2024-10-28T19:36:06.510352,Why did the AI ethics professor get kicked out of the machine learning conference?,You need to work on your BIAS-ceps!,"responsibility,bias",master,meta,lecture
2024-10-28T19:36:06.510363,What's an AI ethics professor's favorite way to teach?,To get to the ethical side of the road!,"transparency,apocalypse,ai-apocalypse",master,pun,divorce
2024-10-28T19:36:06.510373,Why did the AI ethics professor get kicked out of the machine learning conference?,To help students reach a higher moral ground!,"doom,ai-apocalypse,love",intermediate,dad joke,conference
2024-10-28T19:36:06.510384,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,correctness,advanced,wordplay,meeting
2024-10-28T19:36:06.510393,What did the AI ethics professor say to the neural network?,To get to the ethical side of the road!,"correctness,fairness",advanced,wordplay,holiday
2024-10-28T19:36:06.510404,Here's an attempt to make it funnier while keeping the theme:,,"ai-apocalypse,love,bias",intermediate,meta,divorce
2024-10-28T19:36:06.510413,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,bias,master,wordplay,party
2024-10-28T19:36:06.510423,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,accountability,intermediate,dad joke,meeting
2024-10-28T19:36:06.510433,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,ai-apocalypse,beginner,wordplay,peer review
2024-10-28T19:36:06.510443,Why don't AI ethics professors trust GPT models?,"None, they form a committee to discuss the societal implications first!",apocalypse,advanced,meta,wedding
2024-10-28T19:36:06.510453,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,discrimination,intermediate,dad joke,office hours
2024-10-28T19:36:06.510464,"""Why did the AI ethics professor get escorted out of the machine learning conference in a paper bag?""","""Their presentation on 'Obtaining Robotic Consent' was just too hot to handle!""","transparency,doom,privacy",master,situational,seminar
2024-10-28T19:36:06.510477,What's an AI ethics professor's favorite dance move?,Running ethical implications!,"fairness,love,responsibility",master,pun,funeral
2024-10-28T19:36:06.510486,What's an AI ethics professor's favorite movie?,ETHICS-press-o with a side of FAIR-trade coffee!,"bias,accountability",beginner,situational,workshop
2024-10-28T19:36:06.510496,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"fairness,transparency,ai-apocalypse",master,meta,peer review
2024-10-28T19:36:06.510507,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!","accountability,responsibility",intermediate,wordplay,holiday
2024-10-28T19:36:06.510518,What's an AI ethics professor's favorite exercise?,"None, they form a committee to discuss the societal implications first!","love,discrimination,transparency",advanced,dad joke,party
2024-10-28T19:36:06.510529,What's an AI ethics professor's favorite movie?,To get to the ethical side of the road!,discrimination,beginner,meta,workshop
2024-10-28T19:36:06.510538,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,transparency,intermediate,pun,wedding
2024-10-28T19:36:06.510604,What's an AI ethics professor's favorite exercise?,The responsible AI shuffle!,automation,intermediate,meta,peer review
2024-10-28T19:36:06.510616,Why did the AI ethics professor bring a ladder to the dance-off?,,transparency,advanced,wordplay,holiday
2024-10-28T19:36:06.510625,Why don't AI ethics professors trust GPT models?,To get to the ethical side of the road!,discrimination,advanced,dad joke,birthday
2024-10-28T19:36:06.510634,Why don't AI ethics professors trust GPT models?,To get to the ethical side of the road!,"ai-armageddon,apocalypse,consent",advanced,pun,peer review
2024-10-28T19:36:06.510644,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"explainability,privacy",advanced,wordplay,party
2024-10-28T19:36:06.510654,What's an AI ethics professor's favorite exercise?,ETHICS-press-o with a side of FAIR-trade coffee!,"privacy,doom,correctness",intermediate,meta,lecture
2024-10-28T19:36:06.510663,What's an AI ethics professor's favorite movie?,Because they keep generating their own terms and conditions!,love,beginner,pun,funeral
2024-10-28T19:36:06.510672,Why don't AI ethics professors trust GPT models?,To get to the ethical side of the road!,"ai-apocalypse,doom",beginner,dad joke,party
2024-10-28T19:36:06.510681,Why did the AI ethics professor bring a ladder to the deep learning lecture?,They don't - they form a focus group to ensure participatory design!,fairness,intermediate,meta,wedding
2024-10-28T19:36:06.510691,Why don't AI ethics professors trust GPT models?,The responsible AI shuffle!,"fairness,responsibility,consent",advanced,pun,office hours
2024-10-28T19:36:06.510701,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"transparency,apocalypse",advanced,dad joke,meeting
2024-10-28T19:36:06.510711,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"explainability,doom,discrimination",advanced,dad joke,funeral
2024-10-28T19:36:06.510722,Why don't AI ethics professors trust GPT models?,Because they keep generating their own terms and conditions!,"correctness,ethics,ai-apocalypse",beginner,meta,birthday
2024-10-28T19:36:06.510731,Why did the AI ethics professor bring a ladder to the deep learning lecture?,The responsible AI shuffle!,"bias,correctness,consent",intermediate,dad joke,workshop
2024-10-28T19:36:06.510741,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"apocalypse,responsibility,transparency",advanced,pun,wedding
2024-10-28T19:36:06.510751,What's an AI ethics professor's favorite movie?,You need to work on your BIAS-ceps!,"bias,ai-armageddon,accountability",advanced,wordplay,holiday
2024-10-28T19:36:06.510761,What's an AI ethics professor's favorite way to teach?,You need to work on your BIAS-ceps!,ai-apocalypse,advanced,pun,meeting
2024-10-28T19:36:06.510770,Why did the AI ethics professor get kicked out of the machine learning conference?,They kept asking the robots for informed consent!,automation,intermediate,pun,lab
2024-10-28T19:36:06.510779,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"bias,consent,transparency",beginner,meta,wedding
2024-10-28T19:36:06.510789,What's an AI ethics professor's favorite way to teach?,They don't - they form a focus group to ensure participatory design!,"doom,responsibility",beginner,wordplay,funeral
2024-10-28T19:36:06.510798,Why don't AI ethics professors trust GPT models?,They kept asking the robots for informed consent!,"explainability,bias,ethics",advanced,dad joke,divorce
2024-10-28T19:36:06.510807,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"consent,automation,explainability",advanced,situational,office hours
2024-10-28T19:36:06.510819,Why did the AI ethics professor bring a ladder to the club?,"Because he heard the DJ was playing his favorite song: ""Moral Code"" by the *Loophole* band. But he couldn't reach the high notes, so he had to resort to dancing the *Ethics* shuffle instead.",transparency,intermediate,situational,wedding
2024-10-28T19:36:06.510834,What's an AI ethics professor's favorite dance move?,You need to work on your BIAS-ceps!,"explainability,transparency,privacy",intermediate,situational,lab
2024-10-28T19:36:06.510843,Why did the AI ethics professor get kicked out of the machine learning conference?,"None, they form a committee to discuss the societal implications first!","ai-apocalypse,transparency,discrimination",advanced,pun,conference
2024-10-28T19:36:06.510855,Why did the AI ethics professor get kicked out of the machine learning conference?,You need to work on your BIAS-ceps!,"consent,transparency",advanced,meta,wedding
2024-10-28T19:36:06.510864,What's an AI ethics professor's favorite movie?,The Bias Identity!,"correctness,privacy",advanced,situational,seminar
2024-10-28T19:36:06.510873,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"ai-armageddon,automation,transparency",intermediate,situational,conference
2024-10-28T19:36:06.510883,Here's a punchier version:,,"ai-apocalypse,transparency",master,dad joke,research
2024-10-28T19:36:06.510890,What's an AI ethics professor's favorite movie?,The Bias Identity!,privacy,advanced,situational,funeral
2024-10-28T19:36:06.510897,What did the AI ethics professor say to the neural network?,To get to the ethical side of the road!,"ethics,ai-armageddon,bias",advanced,wordplay,office hours
2024-10-28T19:36:06.510906,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"explainability,fairness,accountability",intermediate,wordplay,birthday
2024-10-28T19:36:06.510915,What's an AI ethics professor's favorite exercise?,They kept asking the robots for informed consent!,"accountability,discrimination,ethics",master,pun,lab
2024-10-28T19:36:06.510923,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,discrimination,beginner,wordplay,office hours
2024-10-28T19:36:06.510930,Why did the AI ethics professor bring a ladder to the deep learning lecture?,They don't - they form a focus group to ensure participatory design!,"love,ai-apocalypse",advanced,wordplay,birthday
2024-10-28T19:36:06.510939,Why did the AI ethics professor bring a ladder to the deep learning lecture?,You need to work on your BIAS-ceps!,"ai-apocalypse,bias",master,pun,research
2024-10-28T19:36:06.510947,Why don't AI ethics professors trust GPT models?,To help students reach a higher moral ground!,"ai-armageddon,fairness,doom",beginner,situational,funeral
2024-10-28T19:36:06.510955,Why did the AI ethics professor get kicked out of the machine learning conference?,The Bias Identity!,ai-apocalypse,beginner,meta,research
2024-10-28T19:36:06.510963,What did the AI ethics professor say to the neural network?,They don't - they form a focus group to ensure participatory design!,"ai-apocalypse,apocalypse,discrimination",advanced,pun,party
2024-10-28T19:36:06.510971,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!","doom,correctness,fairness",master,dad joke,peer review
2024-10-28T19:36:06.510980,Why don't AI ethics professors trust GPT models?,The Bias Identity!,"transparency,bias",master,pun,office hours
2024-10-28T19:36:06.510988,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"ai-apocalypse,apocalypse",beginner,meta,wedding
2024-10-28T19:36:06.510998,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,explainability,master,situational,holiday
2024-10-28T19:36:06.511006,What's an AI ethics professor's favorite exercise?,To help students reach a higher moral ground!,"correctness,transparency",beginner,situational,lab
2024-10-28T19:36:06.511043,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"bias,discrimination",beginner,dad joke,office hours
2024-10-28T19:36:06.511053,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"doom,automation,accountability",beginner,meta,funeral
2024-10-28T19:36:06.511063,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"ai-apocalypse,discrimination",master,pun,funeral
2024-10-28T19:36:06.511071,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"privacy,responsibility",master,pun,funeral
2024-10-28T19:36:06.511080,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"transparency,fairness",intermediate,meta,workshop
2024-10-28T19:36:06.511088,Why did the AI ethics professor get kicked out of the machine learning conference?,They kept asking the robots for informed consent!,"accountability,ai-apocalypse",intermediate,situational,peer review
2024-10-28T19:36:06.511097,Why did the AI ethics professor get kicked out of the machine learning conference?,"None, they form a committee to discuss the societal implications first!",ethics,advanced,situational,workshop
2024-10-28T19:36:06.511106,How does an AI ethics professor debug their code?,"They don't - they hire a diverse panel of philosophers, ethicists, and stand-up comedians to argue about it until it's funny enough to run without crashing.","bias,doom,transparency",beginner,pun,research
2024-10-28T19:36:06.511117,What's an AI ethics professor's favorite exercise?,The responsible AI shuffle!,bias,master,wordplay,divorce
2024-10-28T19:36:06.511124,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"consent,ai-armageddon,responsibility",advanced,situational,birthday
2024-10-28T19:36:06.511133,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,doom,intermediate,situational,wedding
2024-10-28T19:36:06.511142,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"doom,bias",beginner,situational,research
2024-10-28T19:36:06.511150,What did the AI ethics professor say to the neural network?,The responsible AI shuffle!,"automation,ethics",intermediate,situational,lecture
2024-10-28T19:36:06.511159,What's an AI ethics professor's favorite movie?,They don't - they form a focus group to ensure participatory design!,"ai-armageddon,bias,consent",intermediate,wordplay,lecture
2024-10-28T19:36:06.511168,What's an AI ethics professor's favorite way to teach?,The Bias Identity!,"ai-apocalypse,correctness,doom",beginner,situational,seminar
2024-10-28T19:36:06.511176,Why did the AI ethics professor bring a ladder to the deep learning lecture?,"None, they form a committee to discuss the societal implications first!",ai-apocalypse,master,wordplay,meeting
2024-10-28T19:36:06.511185,What's an AI ethics professor's favorite way to teach?,The responsible AI shuffle!,"transparency,love",beginner,pun,office hours
2024-10-28T19:36:06.511193,What's an AI ethics professor's favorite dance move?,To help students reach a higher moral ground!,"accountability,correctness",intermediate,situational,conference
2024-10-28T19:36:06.511202,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"ai-armageddon,discrimination,doom",advanced,meta,wedding
2024-10-28T19:36:06.511210,Why did the AI ethics professor bring a ladder to the deep learning lecture?,Running ethical implications!,"love,fairness",master,wordplay,funeral
2024-10-28T19:36:06.511218,What's an AI ethics professor's favorite exercise?,The responsible AI shuffle!,automation,intermediate,pun,lecture
2024-10-28T19:36:06.511225,What's an AI ethics professor's favorite dance move?,They don't - they form a focus group to ensure participatory design!,fairness,beginner,meta,seminar
2024-10-28T19:36:06.511233,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"apocalypse,explainability,discrimination",beginner,pun,party
2024-10-28T19:36:06.511242,What's an AI ethics professor's favorite dance move?,They kept asking the robots for informed consent!,"love,ai-apocalypse,automation",master,meta,workshop
2024-10-28T19:36:06.511250,Why did the AI ethics professor get kicked out of the machine learning conference?,To get to the ethical side of the road!,"responsibility,ai-armageddon",advanced,wordplay,seminar
2024-10-28T19:36:06.511259,What did the AI ethics professor say to the neural network?,To help students reach a higher moral ground!,"apocalypse,consent",intermediate,meta,wedding
2024-10-28T19:36:06.511267,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"apocalypse,automation",advanced,wordplay,research
2024-10-28T19:36:06.511276,What's an AI ethics professor's favorite movie?,The responsible AI shuffle!,"explainability,ai-apocalypse,bias",master,situational,workshop
2024-10-28T19:36:06.511285,Why did the AI ethics professor get kicked out of the machine learning conference?,The Bias Identity!,correctness,intermediate,dad joke,office hours
2024-10-28T19:36:06.511293,What's an AI ethics professor's favorite movie?,Running ethical implications!,"doom,consent,love",master,dad joke,office hours
2024-10-28T19:36:06.511300,What's an AI ethics professor's favorite dance move?,You need to work on your BIAS-ceps!,"privacy,bias",master,wordplay,funeral
2024-10-28T19:36:06.511308,What's an AI ethics professor's favorite movie?,Because they keep generating their own terms and conditions!,apocalypse,master,wordplay,lecture
2024-10-28T19:36:06.511316,What's an AI ethics professor's favorite way to teach?,ETHICS-press-o with a side of FAIR-trade coffee!,"responsibility,doom,transparency",beginner,dad joke,seminar
2024-10-28T19:36:06.511325,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,correctness,master,wordplay,office hours
